,vis_type,task,mark,resp
10637,bar,trend,Opacity,1
10638,bar,compare,Opacity,1
10639,bar,compare,Opacity,1
10640,line,retrieve,Color,1
10641,line,retrieve,Color,1
10642,line,filter,Color,1
10643,line,filter,Color,1
10644,line,range,Text,1
10645,line,range,Text,1
10646,line,trend,Bound,1
10647,line,trend,Bound,1
10648,line,compare,Color,1
10649,line,compare,Color,1
10650,scatter,retrieve,Shade,1
10651,scatter,retrieve,Shade,1
10652,scatter,filter,Opacity,1
10653,scatter,filter,Opacity,0
10654,scatter,range,Mark,1
10655,scatter,range,Mark,0
10656,scatter,trend,Line,1
10657,scatter,trend,Line,1
10658,scatter,compare,Opacity,1
10659,scatter,compare,Opacity,1
10660,bar,retrieve,Color,0
10661,bar,retrieve,Color,0
10662,bar,filter,Color,0
10663,bar,filter,Color,1
10664,bar,range,Text,1
10665,bar,range,Text,1
10666,bar,trend,Mark,1
10667,bar,trend,Mark,1
10668,bar,compare,Mark,1
10669,bar,compare,Mark,1
10670,line,retrieve,Opacity,1
10671,line,retrieve,Opacity,0
10672,line,filter,Shade,0
10673,line,filter,Shade,1
10674,line,range,Line,1
10675,line,range,Line,1
10676,line,trend,Mark,1
10677,line,trend,Mark,1
10678,line,compare,Mark,1
10679,line,compare,Mark,0
10680,scatter,retrieve,Color,0
10681,scatter,retrieve,Color,1
10682,scatter,filter,Line,1
10683,scatter,filter,Line,0
10684,scatter,range,Opacity,1
10685,scatter,range,Opacity,1
10686,scatter,trend,Text,1
10687,scatter,trend,Text,1
10688,scatter,compare,Mark,1
10689,scatter,compare,Mark,1
10690,bar,retrieve,Opacity,1
10691,bar,retrieve,Opacity,0
10692,bar,filter,Bound,1
10693,bar,filter,Bound,1
10694,bar,range,Mark,1
10695,bar,range,Mark,1
10696,bar,trend,Line,1
10697,bar,trend,Line,1
10698,bar,compare,Mark,0
10699,bar,compare,Mark,1
10700,line,retrieve,Line,1
10701,line,retrieve,Line,0
10702,line,filter,Line,1
10703,line,filter,Line,0
10704,line,range,Line,0
10705,line,range,Line,0
10706,line,trend,Shade,1
10707,line,trend,Shade,1
10708,line,compare,Color,1
10709,line,compare,Color,1
10710,scatter,retrieve,Shade,0
10711,scatter,retrieve,Shade,0
10712,scatter,filter,Opacity,1
10713,scatter,filter,Opacity,1
10714,scatter,range,Opacity,1
10715,scatter,range,Opacity,0
10716,scatter,trend,Color,1
10717,scatter,trend,Color,0
10718,scatter,compare,Mark,1
10719,scatter,compare,Mark,1
10720,bar,retrieve,Line,1
10721,bar,retrieve,Line,0
10722,bar,filter,Opacity,1
10723,bar,filter,Opacity,0
10724,bar,range,Mark,1
10725,bar,range,Mark,0
10726,bar,trend,Opacity,1
10727,bar,trend,Opacity,1
10728,bar,compare,Text,1
10729,bar,compare,Text,1
10730,line,retrieve,Line,1
10731,line,retrieve,Line,1
10732,line,filter,Line,1
10733,line,filter,Line,1
10734,line,range,Mark,1
10735,line,range,Mark,0
10736,line,trend,Mark,1
10737,line,trend,Mark,1
10738,line,compare,Mark,1
10739,line,compare,Mark,1
10740,scatter,retrieve,Line,1
10741,scatter,retrieve,Line,1
10742,scatter,filter,Shade,1
10743,scatter,filter,Shade,0
10744,scatter,range,Mark,1
10745,scatter,range,Mark,0
10746,scatter,trend,Color,0
10747,scatter,trend,Color,1
10748,scatter,compare,Text,1
10749,scatter,compare,Text,1
10750,bar,retrieve,Line,1
10751,bar,retrieve,Line,1
10752,bar,filter,Color,0
10753,bar,filter,Color,1
10754,bar,range,Line,1
10755,bar,range,Line,1
10756,bar,trend,Text,0
10757,bar,trend,Text,1
10758,bar,compare,Opacity,1
10759,bar,compare,Opacity,1
10760,line,retrieve,Bound,1
10761,line,retrieve,Bound,1
10762,line,filter,Shade,1
10763,line,filter,Shade,0
10764,line,range,Text,1
10765,line,range,Text,1
10766,line,trend,Mark,1
10767,line,trend,Mark,1
10768,line,compare,Mark,0
10769,line,compare,Mark,0
10770,scatter,retrieve,Line,1
10771,scatter,retrieve,Line,1
10772,scatter,filter,Color,1
10773,scatter,filter,Color,0
10774,scatter,range,Line,1
10775,scatter,range,Line,1
10776,scatter,trend,Line,1
10777,scatter,trend,Line,1
10778,scatter,compare,Mark,0
10779,scatter,compare,Mark,1
10780,bar,retrieve,Line,1
10781,bar,retrieve,Line,0
10782,bar,filter,Opacity,1
10783,bar,filter,Opacity,0
10784,bar,range,Mark,1
10785,bar,range,Mark,1
10786,bar,trend,Mark,0
10787,bar,trend,Mark,1
10788,bar,compare,Opacity,1
10789,bar,compare,Opacity,1
10790,line,retrieve,Line,1
10791,line,retrieve,Line,1
10792,line,filter,Line,1
10793,line,filter,Line,1
10794,line,range,Mark,0
10795,line,range,Mark,0
10796,line,trend,Text,0
10797,line,trend,Text,0
10798,line,compare,Color,1
10799,line,compare,Color,0
10800,scatter,retrieve,Shade,0
10801,scatter,retrieve,Shade,0
10802,scatter,filter,Bound,1
10803,scatter,filter,Bound,0
10804,scatter,range,Text,1
10805,scatter,range,Text,0
10806,scatter,trend,Color,1
10807,scatter,trend,Color,1
10808,scatter,compare,Mark,0
10809,scatter,compare,Mark,1
10810,bar,retrieve,Bound,0
10811,bar,retrieve,Bound,0
10812,bar,filter,Line,1
10813,bar,filter,Line,1
10814,bar,range,Mark,1
10815,bar,range,Mark,1
10816,bar,trend,Shade,1
10817,bar,trend,Shade,1
10818,bar,compare,Color,1
10819,bar,compare,Color,1
10820,line,retrieve,Bound,1
10821,line,retrieve,Bound,1
10822,line,filter,Opacity,1
10823,line,filter,Opacity,1
10824,line,range,Line,1
10825,line,range,Line,1
10826,line,trend,Color,1
10827,line,trend,Color,1
10828,line,compare,Opacity,0
10829,line,compare,Opacity,0
10830,scatter,retrieve,Color,1
10831,scatter,retrieve,Color,1
10832,scatter,filter,Bound,1
10833,scatter,filter,Bound,1
10834,scatter,range,Opacity,1
10835,scatter,range,Opacity,1
10836,scatter,trend,Mark,1
10837,scatter,trend,Mark,1
10838,scatter,compare,Text,1
10839,scatter,compare,Text,1
10840,bar,retrieve,Line,1
10841,bar,retrieve,Line,0
10842,bar,filter,Opacity,1
10843,bar,filter,Opacity,1
10844,bar,range,Text,1
10845,bar,range,Text,1
10846,bar,trend,Line,1
10847,bar,trend,Line,1
10848,bar,compare,Color,1
10849,bar,compare,Color,1
10850,line,retrieve,Bound,0
10851,line,retrieve,Bound,0
10852,line,filter,Opacity,0
10853,line,filter,Opacity,1
10854,line,range,Mark,1
10855,line,range,Mark,0
10856,line,trend,Mark,1
10857,line,trend,Mark,1
10858,line,compare,Opacity,1
10859,line,compare,Opacity,1
10860,scatter,retrieve,Line,0
10861,scatter,retrieve,Line,1
10862,scatter,filter,Shade,0
10863,scatter,filter,Shade,0
10864,scatter,range,Opacity,1
10865,scatter,range,Opacity,1
10866,scatter,trend,Shade,1
10867,scatter,trend,Shade,1
10868,scatter,compare,Text,1
10869,scatter,compare,Text,1
10870,bar,retrieve,Shade,0
10871,bar,retrieve,Shade,1
10872,bar,filter,Opacity,0
10873,bar,filter,Opacity,1
10874,bar,range,Text,1
10875,bar,range,Text,1
10876,bar,trend,Line,1
10877,bar,trend,Line,1
10878,bar,compare,Opacity,1
10879,bar,compare,Opacity,1
10880,line,retrieve,Shade,1
10881,line,retrieve,Shade,1
10882,line,filter,Shade,1
10883,line,filter,Shade,0
10884,line,range,Color,0
10885,line,range,Color,0
10886,line,trend,Text,1
10887,line,trend,Text,0
10888,line,compare,Mark,0
10889,line,compare,Mark,1
10890,scatter,retrieve,Shade,1
10891,scatter,retrieve,Shade,0
10892,scatter,filter,Line,0
10893,scatter,filter,Line,0
10894,scatter,range,Color,0
10895,scatter,range,Color,0
10896,scatter,trend,Line,1
10897,scatter,trend,Line,0
10898,scatter,compare,Text,1
10899,scatter,compare,Text,1
10900,bar,retrieve,Color,1
10901,bar,retrieve,Color,1
10902,bar,filter,Opacity,1
10903,bar,filter,Opacity,0
10904,bar,range,Text,0
10905,bar,range,Text,1
10906,bar,trend,Text,0
10907,bar,trend,Text,0
10908,bar,compare,Color,1
10909,bar,compare,Color,1
10910,line,retrieve,Shade,1
10911,line,retrieve,Shade,0
10912,line,filter,Opacity,0
10913,line,filter,Opacity,1
10914,line,range,Mark,0
10915,line,range,Mark,0
10916,line,trend,Opacity,1
10917,line,trend,Opacity,1
10918,line,compare,Opacity,1
10919,line,compare,Opacity,1
10920,scatter,retrieve,Shade,0
10921,scatter,retrieve,Shade,0
10922,scatter,filter,Line,0
10923,scatter,filter,Line,1
10924,scatter,range,Line,1
10925,scatter,range,Line,1
10926,scatter,trend,Shade,1
10927,scatter,trend,Shade,0
10928,scatter,compare,Text,1
10929,scatter,compare,Text,1
10930,bar,retrieve,Shade,0
10931,bar,retrieve,Shade,1
10932,bar,filter,Shade,1
10933,bar,filter,Shade,0
10934,bar,range,Mark,1
10935,bar,range,Mark,1
10936,bar,trend,Opacity,1
10937,bar,trend,Opacity,1
10938,bar,compare,Opacity,1
10939,bar,compare,Opacity,0
10940,line,retrieve,Opacity,1
10941,line,retrieve,Opacity,0
10942,line,filter,Color,1
10943,line,filter,Color,1
10944,line,range,Opacity,1
10945,line,range,Opacity,1
10946,line,trend,Bound,1
10947,line,trend,Bound,1
10948,line,compare,Text,1
10949,line,compare,Text,1
10950,scatter,retrieve,Opacity,1
10951,scatter,retrieve,Opacity,1
10952,scatter,filter,Shade,0
10953,scatter,filter,Shade,0
10954,scatter,range,Line,0
10955,scatter,range,Line,0
10956,scatter,trend,Bound,1
10957,scatter,trend,Bound,0
10958,scatter,compare,Color,1
10959,scatter,compare,Color,1
10960,bar,retrieve,Bound,1
10961,bar,retrieve,Bound,0
10962,bar,filter,Line,1
10963,bar,filter,Line,1
10964,bar,range,Text,0
10965,bar,range,Text,0
10966,bar,trend,Bound,0
10967,bar,trend,Bound,1
10968,bar,compare,Mark,1
10969,bar,compare,Mark,1
10970,line,retrieve,Bound,0
10971,line,retrieve,Bound,1
10972,line,filter,Color,0
10973,line,filter,Color,0
10974,line,range,Opacity,1
10975,line,range,Opacity,1
10976,line,trend,Mark,1
10977,line,trend,Mark,1
10978,line,compare,Opacity,0
10979,line,compare,Opacity,1
10980,scatter,retrieve,Bound,0
10981,scatter,retrieve,Bound,1
10982,scatter,filter,Line,0
10983,scatter,filter,Line,1
10984,scatter,range,Color,1
10985,scatter,range,Color,0
10986,scatter,trend,Shade,1
10987,scatter,trend,Shade,1
10988,scatter,compare,Opacity,1
10989,scatter,compare,Opacity,1
10990,bar,retrieve,Opacity,0
10991,bar,retrieve,Opacity,1
10992,bar,filter,Opacity,1
10993,bar,filter,Opacity,1
10994,bar,range,Mark,1
10995,bar,range,Mark,1
10996,bar,trend,Bound,1
10997,bar,trend,Bound,1
10998,bar,compare,Color,1
10999,bar,compare,Color,1
11000,line,retrieve,Bound,0
11001,line,retrieve,Bound,0
11002,line,filter,Color,1
11003,line,filter,Color,1
11004,line,range,Color,0
11005,line,range,Color,1
11006,line,trend,Line,1
11007,line,trend,Line,1
11008,line,compare,Color,1
11009,line,compare,Color,1
11010,scatter,retrieve,Opacity,0
11011,scatter,retrieve,Opacity,1
11012,scatter,filter,Shade,1
11013,scatter,filter,Shade,0
11014,scatter,range,Mark,1
11015,scatter,range,Mark,1
11016,scatter,trend,Opacity,1
11017,scatter,trend,Opacity,1
11018,scatter,compare,Text,1
11019,scatter,compare,Text,1
11020,bar,retrieve,Color,0
11021,bar,retrieve,Color,1
11022,bar,filter,Opacity,1
11023,bar,filter,Opacity,1
11024,bar,range,Line,1
11025,bar,range,Line,1
11026,bar,trend,Bound,0
11027,bar,trend,Bound,0
11028,bar,compare,Opacity,1
11029,bar,compare,Opacity,1
11030,line,retrieve,Line,0
11031,line,retrieve,Line,1
11032,line,filter,Color,0
11033,line,filter,Color,1
11034,line,range,Mark,0
11035,line,range,Mark,0
11036,line,trend,Color,0
11037,line,trend,Color,0
11038,line,compare,Opacity,1
11039,line,compare,Opacity,1
11040,scatter,retrieve,Line,1
11041,scatter,retrieve,Line,0
11042,scatter,filter,Bound,1
11043,scatter,filter,Bound,0
11044,scatter,range,Mark,0
11045,scatter,range,Mark,0
11046,scatter,trend,Color,1
11047,scatter,trend,Color,1
11048,scatter,compare,Color,0
11049,scatter,compare,Color,1
11050,bar,retrieve,Opacity,1
11051,bar,retrieve,Opacity,1
11052,bar,filter,Opacity,1
11053,bar,filter,Opacity,1
11054,bar,range,Opacity,1
11055,bar,range,Opacity,1
11056,bar,trend,Line,1
11057,bar,trend,Line,1
11058,bar,compare,Mark,1
11059,bar,compare,Mark,1
11060,line,retrieve,Opacity,1
11061,line,retrieve,Opacity,0
11062,line,filter,Color,1
11063,line,filter,Color,0
11064,line,range,Text,1
11065,line,range,Text,1
11066,line,trend,Opacity,1
11067,line,trend,Opacity,1
11068,line,compare,Opacity,0
11069,line,compare,Opacity,0
11070,scatter,retrieve,Color,0
11071,scatter,retrieve,Color,1
11072,scatter,filter,Opacity,0
11073,scatter,filter,Opacity,0
11074,scatter,range,Text,1
11075,scatter,range,Text,1
11076,scatter,trend,Color,1
11077,scatter,trend,Color,1
11078,scatter,compare,Opacity,1
11079,scatter,compare,Opacity,1
11080,bar,retrieve,Shade,1
11081,bar,retrieve,Shade,0
11082,bar,filter,Color,0
11083,bar,filter,Color,1
11084,bar,range,Mark,1
11085,bar,range,Mark,1
11086,bar,trend,Shade,0
11087,bar,trend,Shade,1
11088,bar,compare,Mark,0
11089,bar,compare,Mark,0
11090,line,retrieve,Shade,0
11091,line,retrieve,Shade,1
11092,line,filter,Shade,1
11093,line,filter,Shade,0
11094,line,range,Opacity,1
11095,line,range,Opacity,1
11096,line,trend,Line,1
11097,line,trend,Line,0
11098,line,compare,Text,1
11099,line,compare,Text,0
11100,scatter,retrieve,Line,0
11101,scatter,retrieve,Line,0
11102,scatter,filter,Color,0
11103,scatter,filter,Color,1
11104,scatter,range,Color,1
11105,scatter,range,Color,1
11106,scatter,trend,Opacity,0
11107,scatter,trend,Opacity,1
11108,scatter,compare,Mark,1
11109,scatter,compare,Mark,1
11110,bar,retrieve,Bound,0
11111,bar,retrieve,Bound,1
11112,bar,filter,Bound,0
11113,bar,filter,Bound,1
11114,bar,range,Text,1
11115,bar,range,Text,1
11116,bar,trend,Mark,1
11117,bar,trend,Mark,1
11118,bar,compare,Text,1
11119,bar,compare,Text,1
11120,line,retrieve,Shade,1
11121,line,retrieve,Shade,1
11122,line,filter,Shade,0
11123,line,filter,Shade,0
11124,line,range,Mark,0
11125,line,range,Mark,1
11126,line,trend,Opacity,1
11127,line,trend,Opacity,1
11128,line,compare,Text,1
11129,line,compare,Text,1
11130,scatter,retrieve,Color,0
11131,scatter,retrieve,Color,1
11132,scatter,filter,Opacity,1
11133,scatter,filter,Opacity,1
11134,scatter,range,Mark,1
11135,scatter,range,Mark,1
11136,scatter,trend,Shade,0
11137,scatter,trend,Shade,1
11138,scatter,compare,Mark,0
11139,scatter,compare,Mark,1
11140,bar,retrieve,Shade,1
11141,bar,retrieve,Shade,1
11142,bar,filter,Shade,1
11143,bar,filter,Shade,1
11144,bar,range,Line,0
11145,bar,range,Line,1
11146,bar,trend,Bound,0
11147,bar,trend,Bound,1
11148,bar,compare,Text,1
11149,bar,compare,Text,1
11150,line,retrieve,Bound,1
11151,line,retrieve,Bound,0
11152,line,filter,Color,1
11153,line,filter,Color,1
11154,line,range,Line,0
11155,line,range,Line,1
11156,line,trend,Line,1
11157,line,trend,Line,1
11158,line,compare,Color,1
11159,line,compare,Color,1
11160,scatter,retrieve,Bound,0
11161,scatter,retrieve,Bound,0
11162,scatter,filter,Opacity,1
11163,scatter,filter,Opacity,1
11164,scatter,range,Opacity,1
11165,scatter,range,Opacity,0
11166,scatter,trend,Color,0
11167,scatter,trend,Color,0
11168,scatter,compare,Opacity,0
11169,scatter,compare,Opacity,1
11170,bar,retrieve,Shade,0
11171,bar,retrieve,Shade,0
11172,bar,filter,Bound,1
11173,bar,filter,Bound,0
11174,bar,range,Color,0
11175,bar,range,Color,1
11176,bar,trend,Line,0
11177,bar,trend,Line,1
11178,bar,compare,Opacity,1
11179,bar,compare,Opacity,1
11180,line,retrieve,Color,1
11181,line,retrieve,Color,1
11182,line,filter,Shade,1
11183,line,filter,Shade,0
11184,line,range,Opacity,0
11185,line,range,Opacity,1
11186,line,trend,Mark,1
11187,line,trend,Mark,1
11188,line,compare,Text,1
11189,line,compare,Text,0
11190,scatter,retrieve,Line,1
11191,scatter,retrieve,Line,0
11192,scatter,filter,Shade,1
11193,scatter,filter,Shade,1
11194,scatter,range,Mark,0
11195,scatter,range,Mark,0
11196,scatter,trend,Mark,1
11197,scatter,trend,Mark,0
11198,scatter,compare,Color,0
11199,scatter,compare,Color,1
11200,bar,retrieve,Bound,1
11201,bar,retrieve,Bound,1
11202,bar,filter,Opacity,1
11203,bar,filter,Opacity,0
11204,bar,range,Opacity,1
11205,bar,range,Opacity,1
11206,bar,trend,Color,0
11207,bar,trend,Color,1
11208,bar,compare,Opacity,1
11209,bar,compare,Opacity,1
11210,line,retrieve,Opacity,1
11211,line,retrieve,Opacity,1
11212,line,filter,Color,1
11213,line,filter,Color,1
11214,line,range,Text,1
11215,line,range,Text,0
11216,line,trend,Mark,1
11217,line,trend,Mark,1
11218,line,compare,Opacity,1
11219,line,compare,Opacity,0
11220,scatter,retrieve,Shade,1
11221,scatter,retrieve,Shade,1
11222,scatter,filter,Color,1
11223,scatter,filter,Color,0
11224,scatter,range,Text,1
11225,scatter,range,Text,1
11226,scatter,trend,Shade,1
11227,scatter,trend,Shade,0
11228,scatter,compare,Mark,0
11229,scatter,compare,Mark,0
11230,bar,retrieve,Opacity,1
11231,bar,retrieve,Opacity,1
11232,bar,filter,Line,0
11233,bar,filter,Line,0
11234,bar,range,Color,0
11235,bar,range,Color,1
11236,bar,trend,Opacity,1
11237,bar,trend,Opacity,1
11238,bar,compare,Text,1
11239,bar,compare,Text,1
11240,line,retrieve,Color,0
11241,line,retrieve,Color,0
11242,line,filter,Color,1
11243,line,filter,Color,0
11244,line,range,Text,1
11245,line,range,Text,1
11246,line,trend,Text,1
11247,line,trend,Text,0
11248,line,compare,Opacity,1
11249,line,compare,Opacity,0
11250,scatter,retrieve,Shade,0
11251,scatter,retrieve,Shade,1
11252,scatter,filter,Line,1
11253,scatter,filter,Line,0
11254,scatter,range,Opacity,0
11255,scatter,range,Opacity,0
11256,scatter,trend,Opacity,1
11257,scatter,trend,Opacity,1
11258,scatter,compare,Text,1
11259,scatter,compare,Text,1
11260,bar,retrieve,Color,1
11261,bar,retrieve,Color,1
11262,bar,filter,Line,1
11263,bar,filter,Line,1
11264,bar,range,Text,1
11265,bar,range,Text,1
11266,bar,trend,Shade,1
11267,bar,trend,Shade,1
11268,bar,compare,Opacity,1
11269,bar,compare,Opacity,1
11270,line,retrieve,Shade,1
11271,line,retrieve,Shade,1
11272,line,filter,Shade,1
11273,line,filter,Shade,0
11274,line,range,Color,1
11275,line,range,Color,1
11276,line,trend,Bound,1
11277,line,trend,Bound,1
11278,line,compare,Text,1
11279,line,compare,Text,1
11280,scatter,retrieve,Shade,0
11281,scatter,retrieve,Shade,1
11282,scatter,filter,Opacity,1
11283,scatter,filter,Opacity,1
11284,scatter,range,Color,1
11285,scatter,range,Color,1
11286,scatter,trend,Bound,1
11287,scatter,trend,Bound,1
11288,scatter,compare,Text,1
11289,scatter,compare,Text,1
11290,bar,retrieve,Shade,1
11291,bar,retrieve,Shade,0
11292,bar,filter,Color,1
11293,bar,filter,Color,1
11294,bar,range,Opacity,1
11295,bar,range,Opacity,1
11296,bar,trend,Bound,1
11297,bar,trend,Bound,1
11298,bar,compare,Color,1
11299,bar,compare,Color,1
11300,line,retrieve,Opacity,1
11301,line,retrieve,Opacity,0
11302,line,filter,Color,1
11303,line,filter,Color,0
11304,line,range,Text,0
11305,line,range,Text,0
11306,line,trend,Text,1
11307,line,trend,Text,0
11308,line,compare,Color,1
11309,line,compare,Color,1
11310,scatter,retrieve,Bound,1
11311,scatter,retrieve,Bound,0
11312,scatter,filter,Bound,1
11313,scatter,filter,Bound,1
11314,scatter,range,Mark,1
11315,scatter,range,Mark,1
11316,scatter,trend,Text,0
11317,scatter,trend,Text,1
11318,scatter,compare,Opacity,1
11319,scatter,compare,Opacity,1
11320,bar,retrieve,Shade,1
11321,bar,retrieve,Shade,0
11322,bar,filter,Opacity,1
11323,bar,filter,Opacity,1
11324,bar,range,Mark,0
11325,bar,range,Mark,0
11326,bar,trend,Text,0
11327,bar,trend,Text,0
11328,bar,compare,Text,0
11329,bar,compare,Text,1
11330,line,retrieve,Color,0
11331,line,retrieve,Color,1
11332,line,filter,Shade,1
11333,line,filter,Shade,1
11334,line,range,Line,0
11335,line,range,Line,1
11336,line,trend,Line,0
11337,line,trend,Line,1
11338,line,compare,Mark,0
11339,line,compare,Mark,1
11340,scatter,retrieve,Bound,0
11341,scatter,retrieve,Bound,1
11342,scatter,filter,Opacity,1
11343,scatter,filter,Opacity,0
11344,bar,retrieve,Opacity,1
11345,bar,retrieve,Opacity,1
11346,bar,filter,Line,1
11347,bar,filter,Line,0
11348,bar,range,Text,1
11349,bar,range,Text,1
11350,bar,trend,Opacity,1
11351,bar,trend,Opacity,1
11352,bar,compare,Opacity,1
11353,bar,compare,Opacity,1
11354,line,retrieve,Bound,1
11355,line,retrieve,Bound,1
11356,line,filter,Shade,1
11357,line,filter,Shade,1
11358,line,range,Text,1
11359,line,range,Text,0
11360,line,trend,Shade,1
11361,line,trend,Shade,1
11362,line,compare,Opacity,1
11363,line,compare,Opacity,0
11364,scatter,retrieve,Shade,1
11365,scatter,retrieve,Shade,1
11366,scatter,filter,Color,0
11367,scatter,filter,Color,1
11368,scatter,range,Color,1
11369,scatter,range,Color,0
11370,scatter,trend,Bound,1
11371,scatter,trend,Bound,1
11372,scatter,compare,Mark,1
11373,scatter,compare,Mark,1
11374,bar,retrieve,Line,1
11375,bar,retrieve,Line,1
11376,bar,filter,Color,1
11377,bar,filter,Color,1
11378,bar,range,Line,1
11379,bar,range,Line,1
11380,bar,trend,Bound,1
11381,bar,trend,Bound,1
11382,bar,compare,Text,1
11383,bar,compare,Text,1
11384,line,retrieve,Color,1
11385,line,retrieve,Color,1
11386,line,filter,Bound,1
11387,line,filter,Bound,0
11388,line,range,Line,1
11389,line,range,Line,1
11390,line,trend,Bound,1
11391,line,trend,Bound,1
11392,line,compare,Text,1
11393,line,compare,Text,1
11394,scatter,retrieve,Color,0
11395,scatter,retrieve,Color,1
11396,scatter,filter,Color,0
11397,scatter,filter,Color,1
11398,scatter,range,Text,1
11399,scatter,range,Text,1
11400,scatter,trend,Text,1
11401,scatter,trend,Text,1
11402,scatter,compare,Text,1
11403,scatter,compare,Text,1
11404,bar,retrieve,Opacity,1
11405,bar,retrieve,Opacity,1
11406,bar,filter,Color,0
11407,bar,filter,Color,1
11408,bar,range,Opacity,1
11409,bar,range,Opacity,1
11410,bar,trend,Bound,1
11411,bar,trend,Bound,1
11412,bar,compare,Mark,1
11413,bar,compare,Mark,1
11414,line,retrieve,Line,1
11415,line,retrieve,Line,1
11416,line,filter,Opacity,0
11417,line,filter,Opacity,1
11418,line,range,Text,1
11419,line,range,Text,1
11420,line,trend,Text,1
11421,line,trend,Text,1
11422,line,compare,Color,1
11423,line,compare,Color,0
11424,scatter,retrieve,Bound,1
11425,scatter,retrieve,Bound,1
11426,scatter,filter,Shade,0
11427,scatter,filter,Shade,0
11428,scatter,range,Text,0
11429,scatter,range,Text,1
11430,scatter,trend,Color,1
11431,scatter,trend,Color,1
11432,scatter,compare,Opacity,1
11433,scatter,compare,Opacity,1
11434,bar,retrieve,Shade,1
11435,bar,retrieve,Shade,0
11436,bar,filter,Line,0
11437,bar,filter,Line,0
11438,bar,range,Color,0
11439,bar,range,Color,0
11440,bar,trend,Bound,1
11441,bar,trend,Bound,1
11442,bar,compare,Mark,0
11443,bar,compare,Mark,0
11444,line,retrieve,Opacity,1
11445,line,retrieve,Opacity,0
11446,line,filter,Shade,0
11447,line,filter,Shade,1
11448,line,range,Opacity,0
11449,line,range,Opacity,1
11450,line,trend,Line,1
11451,line,trend,Line,1
11452,line,compare,Text,0
11453,line,compare,Text,0
11454,scatter,retrieve,Color,1
11455,scatter,retrieve,Color,0
11456,scatter,filter,Shade,1
11457,scatter,filter,Shade,1
11458,scatter,range,Mark,1
11459,scatter,range,Mark,1
11460,scatter,trend,Text,1
11461,scatter,trend,Text,0
11462,scatter,compare,Opacity,0
11463,scatter,compare,Opacity,0
11464,bar,retrieve,Opacity,1
11465,bar,retrieve,Opacity,0
11466,bar,filter,Bound,1
11467,bar,filter,Bound,1
11468,bar,range,Line,1
11469,bar,range,Line,1
11470,bar,trend,Color,0
11471,bar,trend,Color,1
11472,bar,compare,Opacity,1
11473,bar,compare,Opacity,0
11474,line,retrieve,Shade,1
11475,line,retrieve,Shade,0
11476,line,filter,Line,1
11477,line,filter,Line,0
11478,line,range,Line,1
11479,line,range,Line,0
11480,line,trend,Bound,1
11481,line,trend,Bound,1
11482,line,compare,Mark,0
11483,line,compare,Mark,1
11484,scatter,retrieve,Shade,1
11485,scatter,retrieve,Shade,1
11486,scatter,filter,Bound,0
11487,scatter,filter,Bound,1
11488,scatter,range,Mark,1
11489,scatter,range,Mark,0
11490,scatter,trend,Text,1
11491,scatter,trend,Text,1
11492,scatter,compare,Opacity,0
11493,scatter,compare,Opacity,1
11494,bar,retrieve,Color,0
11495,bar,retrieve,Color,1
11496,bar,filter,Opacity,1
11497,bar,filter,Opacity,1
11498,bar,range,Mark,1
11499,bar,range,Mark,1
11500,bar,trend,Mark,0
11501,bar,trend,Mark,1
11502,bar,retrieve,Color,1
11503,bar,retrieve,Color,0
11504,bar,filter,Shade,1
11505,bar,filter,Shade,1
11506,bar,range,Line,0
11507,bar,range,Line,1
11508,bar,trend,Mark,1
11509,bar,trend,Mark,1
11510,bar,compare,Opacity,1
11511,bar,compare,Opacity,1
11512,line,retrieve,Opacity,0
11513,line,retrieve,Opacity,1
11514,line,filter,Line,1
11515,line,filter,Line,0
11516,line,range,Mark,1
11517,line,range,Mark,1
11518,line,trend,Text,1
11519,line,trend,Text,0
11520,line,compare,Opacity,0
11521,line,compare,Opacity,0
11522,scatter,retrieve,Shade,0
11523,scatter,retrieve,Shade,1
11524,scatter,filter,Opacity,1
11525,scatter,filter,Opacity,1
11526,scatter,range,Opacity,0
11527,scatter,range,Opacity,1
11528,scatter,trend,Shade,1
11529,scatter,trend,Shade,1
11530,scatter,compare,Text,0
11531,scatter,compare,Text,1
11532,bar,retrieve,Opacity,1
11533,bar,retrieve,Opacity,0
11534,bar,filter,Bound,0
11535,bar,filter,Bound,0
11536,bar,range,Text,1
11537,bar,range,Text,1
11538,bar,trend,Opacity,1
11539,bar,trend,Opacity,1
11540,bar,compare,Text,1
11541,bar,compare,Text,1
11542,line,retrieve,Shade,0
11543,line,retrieve,Shade,0
11544,line,filter,Shade,0
11545,line,filter,Shade,0
11546,line,range,Color,1
11547,line,range,Color,1
11548,line,trend,Mark,1
11549,line,trend,Mark,1
11550,line,compare,Opacity,1
11551,line,compare,Opacity,0
11552,scatter,retrieve,Bound,0
11553,scatter,retrieve,Bound,1
11554,scatter,filter,Bound,1
11555,scatter,filter,Bound,0
11556,scatter,range,Mark,1
11557,scatter,range,Mark,1
11558,scatter,trend,Line,1
11559,scatter,trend,Line,1
11560,scatter,compare,Color,0
11561,scatter,compare,Color,1
11562,bar,retrieve,Opacity,1
11563,bar,retrieve,Opacity,1
11564,bar,filter,Shade,1
11565,bar,filter,Shade,1
11566,bar,range,Text,1
11567,bar,range,Text,1
11568,bar,trend,Color,1
11569,bar,trend,Color,1
